OBJECTID,Timestamp_,Station,District,Latitude,Longitude,Freeway,Direction_of_Travel,Lane_Type,Station_Length,Samples,F__Observed,Total_Flow,Avg_Occupancy,Avg_Speed,Lane_N_Samples,Lane_N_Flow,Lane_N_Avg_Occ,Lane_N_Avg_Speed,Lane_N_Observed,x,y
1491,3/29/2020 0:00:00,402677,4,38.428989999999999,-122.714934000000000,101,N,ML,2.118000000000000,30,0,110,0.036500000000000,63.700000000000003,10,29,0.029000000000000,68.000000000000000,0,524882.911799999885261,4253462.792999999597669
1492,3/29/2020 0:00:00,402698,4,38.548783000000000,-122.809569999999994,101,N,ML,0.680000000000000,20,0,40,0.023200000000000,64.099999999999994,10,12,0.017200000000000,66.900000000000006,0,516597.993300000205636,4266736.012599999085069
1493,3/29/2020 0:00:00,402701,4,38.560924000000000,-122.822046999999998,101,N,ML,0.745000000000000,20,100,0,0.000000000000000,68.400000000000006,10,0,0.000000000000000,71.700000000000003,1,515505.108900000341237,4268068.035499999299645
1494,3/29/2020 0:00:00,402702,4,38.560915000000001,-122.822299999999998,101,S,ML,0.925000000000000,20,100,0,0.000000000000000,68.200000000000003,10,0,0.000000000000000,71.400000000000006,1,515478.520600000396371,4268067.984099999070168
1495,3/29/2020 0:00:00,402703,4,38.565537999999997,-122.826435000000004,101,N,ML,0.280000000000000,20,0,36,0.022700000000000,63.200000000000003,10,8,0.016500000000000,66.200000000000003,0,515121.240000000223517,4268595.569000000134110
1496,3/29/2020 0:00:00,402704,4,38.567383999999997,-122.828194999999994,101,N,ML,0.480000000000000,20,0,54,0.029700000000000,63.000000000000000,10,18,0.023500000000000,65.500000000000000,0,514966.658300000242889,4268798.458499999716878
1497,3/29/2020 0:00:00,402705,4,38.567357000000001,-122.828464999999994,101,S,ML,0.435000000000000,20,0,55,0.027800000000000,63.799999999999997,10,18,0.021500000000000,66.299999999999997,0,514940.072399999946356,4268798.408800000324845
1498,3/29/2020 0:00:00,402706,4,38.577103000000001,-122.836068999999995,101,N,ML,0.675000000000000,20,100,15,0.005900000000000,66.000000000000000,10,4,0.002000000000000,71.200000000000003,1,514284.162800000049174,4269860.520600000396371
1499,3/29/2020 0:00:00,402707,4,38.577055000000001,-122.836329000000006,101,S,ML,0.675000000000000,20,100,16,0.004300000000000,66.500000000000000,10,3,0.001800000000000,71.200000000000003,1,514257.580500000156462,4269860.473200000822544
1500,3/29/2020 0:00:00,402708,4,38.583945000000000,-122.841166000000001,101,N,ML,0.540000000000000,20,100,18,0.006000000000000,67.700000000000003,10,8,0.005500000000000,71.000000000000000,1,513830.952300000004470,4270618.264200000092387
1501,3/29/2020 0:00:00,402709,4,38.583889999999997,-122.841408000000001,101,S,ML,0.540000000000000,20,100,12,0.004400000000000,66.200000000000003,10,3,0.001400000000000,71.200000000000003,1,513820.320399999618530,4270618.245799999684095
1502,3/29/2020 0:00:00,402710,4,38.590525999999997,-122.846097000000000,101,N,ML,0.555000000000000,20,0,51,0.027200000000000,63.500000000000000,10,16,0.020900000000000,66.099999999999994,0,513409.765399999916553,4271348.996899999678135
1503,3/29/2020 0:00:00,402711,4,38.590437999999999,-122.846326000000005,101,S,ML,0.700000000000000,20,0,51,0.028200000000000,63.200000000000003,10,16,0.021900000000000,65.799999999999997,0,513383.188000000081956,4271348.952400000765920
1504,3/29/2020 0:00:00,402712,4,38.595747000000003,-122.854372999999995,101,N,ML,0.435000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,512685.915699999779463,4271943.812599999830127
1505,3/29/2020 0:00:00,402713,4,38.598044000000002,-122.858813999999995,101,N,ML,0.395000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,512292.225300000049174,4272187.014599999412894
1506,3/29/2020 0:00:00,402714,4,38.598056000000000,-122.859295000000003,101,S,ML,0.685000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,512249.705900000408292,4272186.949400000274181
1507,3/29/2020 0:00:00,402716,4,38.602504000000003,-122.866435999999993,101,S,ML,0.530000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,511632.466500000096858,4272673.661499999463558
1508,3/29/2020 0:00:00,402717,4,38.608078999999996,-122.873720000000006,101,N,ML,0.765000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510993.858799999579787,4273295.845899999141693
1509,3/29/2020 0:00:00,402718,4,38.608009000000003,-122.873866000000007,101,S,ML,0.765000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510988.544599999673665,4273295.838600000366569
1510,3/29/2020 0:00:00,402719,4,38.621129000000003,-122.878381000000005,101,N,ML,0.695000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510593.356399999931455,4274758.209400000050664
1511,3/29/2020 0:00:00,402720,4,38.621184999999997,-122.878559999999993,101,S,ML,0.695000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510577.416799999773502,4274758.188300000503659
1512,3/29/2020 0:00:00,402721,4,38.627242000000003,-122.877984999999995,101,N,ML,0.550000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510619.031200000084937,4275428.742300000041723
1513,3/29/2020 0:00:00,402722,4,38.627327000000001,-122.878140999999999,101,S,ML,0.550000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510608.405700000002980,4275428.728199999779463
1514,3/29/2020 0:00:00,402723,4,38.637098000000002,-122.877150999999998,101,N,ML,0.725000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510697.271200000308454,4276512.482799999415874
1515,3/29/2020 0:00:00,402724,4,38.637067000000002,-122.877325999999996,101,S,ML,0.725000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510676.023000000044703,4276512.454399999231100
1516,3/29/2020 0:00:00,402725,4,38.647635999999999,-122.872752000000006,101,N,ML,1.030000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,511078.102599999867380,4277691.458499999716878
1517,3/29/2020 0:00:00,402726,4,38.647595000000003,-122.872941999999995,101,S,ML,1.030000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,511056.857599999755621,4277691.429099999368191
1518,3/29/2020 0:00:00,402727,4,38.665486000000001,-122.876344000000003,101,N,ML,0.885000000000000,20,0,36,0.023100000000000,63.299999999999997,10,8,0.016900000000000,66.200000000000003,0,510762.071299999952316,4279668.670399999246001
1519,3/29/2020 0:00:00,402728,4,38.665432000000003,-122.876624000000007,101,S,ML,0.885000000000000,20,0,36,0.022700000000000,63.200000000000003,10,8,0.016500000000000,66.200000000000003,0,510735.521700000390410,4279668.634600000455976
1520,3/29/2020 0:00:00,402729,4,38.671863000000002,-122.879711000000000,101,N,ML,0.650000000000000,20,50,9,0.002300000000000,71.200000000000003,10,9,0.004600000000000,71.200000000000003,0,510463.790900000371039,4280372.641400000080466
1521,3/29/2020 0:00:00,402730,4,38.671802000000000,-122.880009000000001,101,S,ML,0.450000000000000,20,50,7,0.002200000000000,71.099999999999994,10,7,0.004400000000000,71.099999999999994,0,510437.243499999865890,4280372.606599999591708
1522,3/29/2020 0:00:00,402731,4,38.677830000000000,-122.880796000000004,101,S,ML,0.410000000000000,20,0,36,0.023100000000000,63.299999999999997,10,8,0.016900000000000,66.200000000000003,0,510367.348799999803305,4281043.019999999552965
1523,3/29/2020 0:00:00,402733,4,38.683619000000000,-122.880925000000005,101,S,ML,0.550000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,510355.894999999552965,4281686.419399999082088
1524,3/29/2020 0:00:00,402734,4,38.693221999999999,-122.884247000000002,101,N,ML,0.630000000000000,20,0,36,0.023100000000000,63.299999999999997,10,8,0.016900000000000,66.200000000000003,0,510062.580000000074506,4282749.371600000187755
1525,3/29/2020 0:00:00,402735,4,38.693173999999999,-122.884615999999994,101,S,ML,0.630000000000000,20,0,36,0.022700000000000,63.200000000000003,10,8,0.016500000000000,66.200000000000003,0,510036.040599999949336,4282749.338199999183416
1526,3/29/2020 0:00:00,402736,4,38.698208000000001,-122.892366999999993,101,N,ML,0.780000000000000,20,50,1,0.000300000000000,71.200000000000003,10,1,0.000500000000000,71.200000000000003,0,509355.979299999773502,4283303.880000000819564
1527,3/29/2020 0:00:00,402737,4,38.698166999999998,-122.892707999999999,101,S,ML,0.500000000000000,20,50,2,0.000400000000000,71.200000000000003,10,2,0.000800000000000,71.200000000000003,0,509329.441700000315905,4283303.848899999633431
1528,3/29/2020 0:00:00,402738,4,38.702261999999997,-122.898882999999998,101,S,ML,0.470000000000000,20,0,36,0.023100000000000,63.299999999999997,10,8,0.016900000000000,66.200000000000003,0,508798.204199999570847,4283743.476600000634789
1529,3/29/2020 0:00:00,402739,4,38.706169000000003,-122.907576000000006,101,N,ML,0.670000000000000,20,0,36,0.022700000000000,63.200000000000003,10,8,0.016500000000000,66.200000000000003,0,508033.513600000180304,4284189.673800000920892
1530,3/29/2020 0:00:00,402740,4,38.705412000000003,-122.907158999999993,101,S,ML,0.580000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,508076.058199999853969,4284101.670399999246001
1531,3/29/2020 0:00:00,402741,4,38.710951000000001,-122.917006000000001,101,S,ML,0.485000000000000,30,0,139,0.029000000000000,67.900000000000006,10,37,0.020600000000000,71.599999999999994,0,507215.787299999967217,4284696.851500000804663
1532,3/29/2020 0:00:00,402742,4,38.714796999999997,-122.919955999999999,101,N,ML,0.800000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,506955.374200000427663,4285143.625299999490380
1533,3/29/2020 0:00:00,402743,4,38.714671000000003,-122.920215999999996,101,S,ML,0.670000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,506934.166799999773502,4285123.288399999961257
1534,3/29/2020 0:00:00,402744,4,38.724755000000002,-122.933814999999996,101,N,ML,0.775000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,505755.370199999772012,4286226.318199999630451
1535,3/29/2020 0:00:00,402745,4,38.724601999999997,-122.934036000000006,101,S,ML,0.775000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,505734.147900000214577,4286226.302899999544024
1536,3/29/2020 0:00:00,402746,4,38.729320999999999,-122.941407999999996,101,N,ML,0.475000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,505091.845399999991059,4286740.600700000301003
1537,3/29/2020 0:00:00,402747,4,38.729162000000002,-122.941597999999999,101,S,ML,0.475000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,505075.929700000211596,4286740.590500000864267
1538,3/29/2020 0:00:00,402748,4,38.734990000000003,-122.944744999999998,101,N,ML,0.435000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,504804.974899999797344,4287383.841099999845028
1539,3/29/2020 0:00:00,402749,4,38.734813000000003,-122.944928000000004,101,S,ML,0.435000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,504789.072800000198185,4287363.513000000268221
1540,3/29/2020 0:00:00,402751,4,38.756315000000001,-122.971835999999996,101,N,ML,1.155000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,502448.923700000159442,4289732.943499999120831
1541,3/29/2020 0:00:00,402752,4,38.756135000000000,-122.971958999999998,101,S,ML,1.155000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,502433.014000000432134,4289732.938599999994040
1542,3/29/2020 0:00:00,402753,4,38.708796999999997,-122.912890000000004,101,N,ML,0.455000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,507571.534500000067055,4284480.451899999752641
1543,3/29/2020 0:00:00,402754,4,38.760992999999999,-122.981554000000003,101,N,ML,0.515000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,501605.602900000289083,4290267.784099999815226
1544,3/29/2020 0:00:00,402755,4,38.760826000000002,-122.981662000000000,101,S,ML,0.515000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,501589.698300000280142,4290247.462400000542402
1545,3/29/2020 0:00:00,402756,4,38.763680000000001,-122.988056999999998,101,N,ML,0.425000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,501043.461600000038743,4290552.150599999353290
1546,3/29/2020 0:00:00,402757,4,38.763503000000000,-122.988175999999996,101,S,ML,0.425000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,501032.858799999579787,4290531.830600000917912
1547,3/29/2020 0:00:00,402758,4,38.767640999999998,-122.994584000000003,101,N,ML,0.450000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,500476.048200000077486,4290999.105399999767542
1548,3/29/2020 0:00:00,402759,4,38.767459000000002,-122.994724000000005,101,S,ML,0.450000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,500460.142199999652803,4290978.785900000482798
1549,3/29/2020 0:00:00,402760,4,38.772941000000003,-122.999262999999999,101,N,ML,0.975000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,500067.759999999776483,4291574.785399999469519
1550,3/29/2020 0:00:00,402761,4,38.772784999999999,-122.999459999999999,101,S,ML,0.975000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,500051.854000000283122,4291574.785299999639392
1551,3/29/2020 0:00:00,402762,4,38.807273000000002,-123.012139000000005,101,S,ML,0.435000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498949.543800000101328,4295394.766300000250340
1552,3/29/2020 0:00:00,402763,4,38.820241000000003,-123.014671000000007,101,N,ML,0.485000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498732.496799999848008,4296837.430099999532104
1553,3/29/2020 0:00:00,402764,4,38.820062999999998,-123.014910000000000,101,S,ML,0.485000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498706.001099999994040,4296817.115599999204278
1554,3/29/2020 0:00:00,402765,4,38.791499000000002,-123.011324999999999,101,N,ML,1.065000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,499018.219999999739230,4293640.575300000607967
1555,3/29/2020 0:00:00,402766,4,38.791511999999997,-123.011643000000007,101,S,ML,1.065000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498991.716900000348687,4293640.578600000590086
1556,3/29/2020 0:00:00,402767,4,38.800457999999999,-123.012923000000001,101,N,ML,0.590000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498880.544200000353158,4294636.209799999371171
1557,3/29/2020 0:00:00,402768,4,38.800553000000001,-123.013208000000006,101,S,ML,0.550000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498854.044400000013411,4294636.213600000366569
1558,3/29/2020 0:00:00,402769,4,38.813040999999998,-123.012302000000005,101,N,ML,0.410000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498928.432900000363588,4296038.196200000122190
1559,3/29/2020 0:00:00,402770,4,38.813020999999999,-123.012591000000000,101,S,ML,0.450000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498912.535799999721348,4296038.198400000110269
1560,3/29/2020 0:00:00,402773,4,38.831116999999999,-123.014905999999996,101,N,ML,0.437000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498706.199799999594688,4298036.243799999356270
1561,3/29/2020 0:00:00,402774,4,38.830812999999999,-123.014882999999998,101,S,ML,0.437000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498706.195399999618530,4298009.152100000530481
1562,3/29/2020 0:00:00,402775,4,38.838137000000003,-123.020700000000005,101,N,ML,0.590000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498203.094899999909103,4298808.457599999383092
1563,3/29/2020 0:00:00,402776,4,38.837891999999997,-123.020792000000000,101,S,ML,0.590000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,498192.495900000445545,4298788.141200000420213
1564,3/29/2020 0:00:00,402777,4,38.844486000000003,-123.026976000000005,101,N,ML,0.500000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,497657.696700000204146,4299519.759999999776483
1565,3/29/2020 0:00:00,402778,4,38.844327000000000,-123.027057999999997,101,S,ML,0.500000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,497657.690700000151992,4299499.441099999472499
1566,3/29/2020 0:00:00,402779,4,38.849907000000002,-123.029899999999998,101,N,ML,0.481000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,497403.652900000102818,4300122.632600000128150
1567,3/29/2020 0:00:00,402780,4,38.849837000000001,-123.029949000000002,101,S,ML,0.449000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,497403.652900000102818,4300122.632600000128150
1568,3/29/2020 0:00:00,402788,4,37.478471999999996,-121.933858000000001,880,S,ML,0.198000000000000,40,100,46,0.006900000000000,68.099999999999994,10,3,0.001400000000000,74.900000000000006,1,594270.799100000411272,4148492.103700000792742
1569,3/29/2020 0:00:00,402789,4,37.478546000000001,-121.933679999999995,880,N,ML,0.187000000000000,40,100,53,0.008000000000000,67.500000000000000,10,4,0.001900000000000,74.900000000000006,1,594286.989199999719858,4148492.287000000476837
1570,3/29/2020 0:00:00,402793,4,37.513955000000003,-121.939572999999996,680,S,ML,0.785000000000000,0,0,74,0.011700000000000,58.000000000000000,0,4,0.001500000000000,73.599999999999994,0,593713.631599999964237,4152434.215500000864267
1571,3/29/2020 0:00:00,402794,4,37.514975000000000,-121.939718999999997,680,N,ML,0.175000000000000,40,0,172,0.028100000000000,69.400000000000006,10,36,0.019900000000000,75.200000000000003,0,593701.622200000099838,4152542.441400000825524
1572,3/29/2020 0:00:00,402795,4,37.531117999999999,-121.941782000000003,680,S,ML,0.545000000000000,50,40,67,0.010500000000000,65.099999999999994,10,15,0.019800000000000,70.200000000000003,0,593503.580000000074506,4154321.402000000700355
1573,3/29/2020 0:00:00,402796,4,37.536006000000000,-121.931922999999998,680,N,ML,0.285000000000000,29,33,196,0.032500000000000,67.500000000000000,9,17,0.010700000000000,72.099999999999994,1,594365.607300000265241,4154879.729699999094009
1574,3/29/2020 0:00:00,402797,4,37.535677000000000,-121.933110999999997,680,S,ML,0.516000000000000,40,75,66,0.011000000000000,70.000000000000000,10,38,0.023500000000000,72.700000000000003,0,594258.217299999669194,4154837.874800000339746
1575,3/29/2020 0:00:00,402798,4,37.539434999999997,-121.926164999999997,680,S,ML,0.853000000000000,40,50,49,0.007000000000000,67.599999999999994,10,9,0.006700000000000,73.500000000000000,0,594873.568500000052154,4155264.782999999821186
1576,3/29/2020 0:00:00,402799,4,37.539394999999999,-121.925799999999995,680,N,ML,2.705000000000000,30,0,97,0.033100000000000,64.500000000000000,10,21,0.024500000000000,69.000000000000000,0,594900.530000000260770,4155265.091000000014901
1577,3/29/2020 0:00:00,402800,4,37.463014999999999,-121.925972000000002,880,N,ML,0.627000000000000,50,0,138,0.029000000000000,68.500000000000000,10,31,0.023200000000000,72.799999999999997,0,594986.513600000180304,4146786.781199999153614
1578,3/29/2020 0:00:00,402801,4,37.462950999999997,-121.926164000000000,880,S,ML,0.627000000000000,50,0,118,0.025100000000000,66.700000000000003,10,17,0.018300000000000,73.599999999999994,0,594970.320199999958277,4146786.596599999815226
1579,3/29/2020 0:00:00,402802,4,37.484332000000002,-121.937579999999997,880,N,ML,0.100000000000000,50,100,76,0.011200000000000,70.599999999999994,10,2,0.001000000000000,76.599999999999994,1,593934.340900000184774,4149131.692399999126792
1580,3/29/2020 0:00:00,402803,4,37.484240999999997,-121.937738999999993,880,S,ML,0.365000000000000,50,80,56,0.008200000000000,72.799999999999997,10,6,0.003000000000000,76.700000000000003,1,593918.151999999769032,4149131.509700000286102
1581,3/29/2020 0:00:00,402814,4,37.793422999999997,-122.382857999999999,80,E,ML,2.755000000000000,43,80,76,0.012000000000000,69.799999999999997,3,3,0.010900000000000,75.200000000000003,0,554338.091099999845028,4183085.721899999305606
1582,3/29/2020 0:00:00,402815,4,37.799143999999998,-122.376772000000003,80,E,ML,0.500000000000000,50,100,76,0.009300000000000,70.799999999999997,10,7,0.004100000000000,76.500000000000000,1,554871.361899999901652,4183705.524700000882149
1583,3/29/2020 0:00:00,402816,4,37.804603000000000,-122.370869999999996,80,E,ML,0.395000000000000,50,0,145,0.028400000000000,67.200000000000003,10,25,0.022200000000000,73.500000000000000,0,555388.387299999594688,4184332.026900000870228
1584,3/29/2020 0:00:00,402817,4,37.807966000000000,-122.367284999999995,80,E,ML,0.325000000000000,50,80,96,0.012300000000000,68.900000000000006,10,6,0.003900000000000,76.500000000000000,1,555692.080500000156462,4184713.318299999460578
1585,3/29/2020 0:00:00,402827,4,37.799244000000002,-122.376791999999995,80,W,ML,3.080000000000000,50,0,159,0.025700000000000,67.099999999999994,10,29,0.020800000000000,73.599999999999994,0,554871.181300000287592,4183732.612099999561906
1586,3/29/2020 0:00:00,402828,4,37.467739000000002,-121.928329000000005,880,N,ML,0.550000000000000,50,0,244,0.037900000000000,69.099999999999994,10,54,0.030300000000000,73.400000000000006,0,594770.142900000326335,4147299.030400000512600
1587,3/29/2020 0:00:00,402829,4,37.467663999999999,-121.928539999999998,880,S,ML,0.550000000000000,50,0,299,0.045300000000000,69.099999999999994,10,66,0.036200000000000,73.400000000000006,0,594748.553000000305474,4147298.784700000658631
1588,3/29/2020 0:00:00,402834,4,37.990552000000001,-122.130959000000004,4,W,ML,0.310000000000000,30,100,20,0.003900000000000,66.799999999999997,10,7,0.004000000000000,71.900000000000006,1,576306.923100000247359,4205115.351999999955297
1589,3/29/2020 0:00:00,402835,4,37.990360000000003,-122.131007999999994,4,E,ML,0.330000000000000,20,0,7,0.003300000000000,64.599999999999994,10,2,0.001800000000000,70.599999999999994,0,576306.923100000247359,4205115.351999999955297
1590,3/29/2020 0:00:00,402836,4,37.991269000000003,-122.086530999999994,4,W,ML,0.400000000000000,30,100,42,0.010100000000000,67.500000000000000,10,7,0.004600000000000,71.900000000000006,1,580213.189699999988079,4205240.803600000217557
1591,3/29/2020 0:00:00,402837,4,37.991002000000002,-122.086496999999994,4,E,ML,0.450000000000000,30,67,8,0.001900000000000,63.100000000000001,10,0,0.000000000000000,72.000000000000000,1,580213.389100000262260,4205220.487099999561906
1592,3/29/2020 0:00:00,402840,4,37.190196999999998,-121.992771000000005,17,N,FR,,10,0,,,,10,,,,0,589393.130900000222027,4116459.661100000143051
1593,3/29/2020 0:00:00,402841,4,37.190196999999998,-121.992771000000005,17,N,OR,,0,0,,,,0,,,,0,589393.130900000222027,4116459.661100000143051
1594,3/29/2020 0:00:00,402842,4,37.226342000000002,-121.975156999999996,17,N,FR,,10,100,1,0.001700000000000,,10,1,0.001700000000000,,1,590920.938500000163913,4120471.606100000441074
1595,3/29/2020 0:00:00,402843,4,37.226342000000002,-121.975156999999996,17,N,OR,,10,100,6,0.002400000000000,,10,6,0.002400000000000,,1,590920.938500000163913,4120471.606100000441074
1596,3/29/2020 0:00:00,402844,4,37.226182000000001,-121.975559000000004,17,S,FR,,10,0,,,,10,,,,0,590877.620400000363588,4120471.137399999424815
1597,3/29/2020 0:00:00,402845,4,37.228152000000001,-121.974056000000004,17,S,FR,,0,0,,,,0,,,,0,591016.276700000278652,4120669.031600000336766
1598,3/29/2020 0:00:00,402846,4,37.227964000000000,-121.973946999999995,17,N,OR,,10,0,,,,10,,,,0,591027.105999999679625,4120669.149000000208616
1599,3/29/2020 0:00:00,402847,4,37.227128000000000,-121.974733000000001,17,S,OR,,10,0,,,,10,,,,0,590963.303399999625981,4120560.103000000119209
1600,3/29/2020 0:00:00,402848,4,37.256300000000003,-121.955558999999994,17,S,FR,,10,0,,,,10,,,,0,592622.396099999547005,4123815.359200000762939
1601,3/29/2020 0:00:00,402850,4,37.258184000000000,-121.953852999999995,17,N,OR,,20,100,10,0.002100000000000,,10,0,0.000000000000000,,1,592771.479299999773502,4124040.490399999544024
1602,3/29/2020 0:00:00,402851,4,37.266561000000003,-121.948691999999994,17,S,OR,,20,0,,,,10,,,,0,593221.458399999886751,4124952.961799999698997
1603,3/29/2020 0:00:00,402852,4,37.266696000000003,-121.948635999999993,17,S,OR,,10,0,,,,10,,,,0,593221.157399999909103,4124980.047599999234080
1604,3/29/2020 0:00:00,402853,4,37.274388999999999,-121.946398000000002,17,N,OR,,30,67,7,0.002100000000000,,10,,,,0,593406.407800000160933,4125842.188699999824166
1605,3/29/2020 0:00:00,402854,4,37.293613999999998,-121.937899000000002,17,N,OR,,20,100,22,0.004400000000000,,10,2,0.000900000000000,,1,594134.629099999554455,4127983.612199999392033
1606,3/29/2020 0:00:00,402855,4,37.295051999999998,-121.938872000000003,17,S,OR,,1,100,10,0.008900000000000,,1,10,0.008900000000000,,1,594057.141699999570847,4128138.505799999460578
1607,3/29/2020 0:00:00,402856,4,37.816343000000003,-122.251588999999996,580,W,FR,,10,100,13,0.005600000000000,,10,13,0.005600000000000,,1,565871.558000000193715,4185696.020199999213219
1608,3/29/2020 0:00:00,402857,4,37.816338999999999,-122.251805000000004,580,E,OR,,10,0,,,,10,,,,0,565860.813599999994040,4185695.934200000017881
1609,3/29/2020 0:00:00,402858,4,37.811292999999999,-122.249829000000005,580,E,FR,,10,100,7,0.009600000000000,,10,7,0.009600000000000,,1,566031.809000000357628,4185141.972999999299645
1610,3/29/2020 0:00:00,402859,4,37.811385999999999,-122.249717000000004,580,W,FR,,10,100,17,0.016700000000000,,10,17,0.016700000000000,,1,566042.336600000038743,4185169.146900000050664
1611,3/29/2020 0:00:00,402860,4,37.811385999999999,-122.249717000000004,580,W,OR,,10,100,19,0.013800000000000,,10,19,0.013800000000000,,1,566042.336600000038743,4185169.146900000050664
1612,3/29/2020 0:00:00,402861,4,37.967137000000001,-122.057083000000006,680,S,FR,,20,100,10,0.003200000000000,,10,6,0.002700000000000,,1,582828.801099999807775,4202605.154600000008941
1613,3/29/2020 0:00:00,402862,4,37.967137000000001,-122.057083000000006,680,S,OR,,0,0,,,,0,,,,0,582828.801099999807775,4202605.154600000008941
1614,3/29/2020 0:00:00,402863,4,38.321719000000002,-122.309540999999996,29,S,FR,,10,0,,,,10,,,,0,560356.619199999608099,4241737.164000000804663
1615,3/29/2020 0:00:00,402864,4,38.321776000000000,-122.309315999999995,29,N,OR,,10,0,,,,10,,,,0,560372.473299999721348,4241757.600999999791384
