OBJECTID,Timestamp_,Station,District,Latitude,Longitude,Freeway,Direction_of_Travel,Lane_Type,Station_Length,Samples,F__Observed,Total_Flow,Avg_Occupancy,Avg_Speed,Lane_N_Samples,Lane_N_Flow,Lane_N_Avg_Occ,Lane_N_Avg_Speed,Lane_N_Observed,x,y
406,3/29/2020 0:00:00,400687,4,37.408833000000001,-122.000989000000004,237,W,ML,0.415000000000000,30,100,32,0.008000000000000,66.200000000000003,10,0,0.000000000000000,71.900000000000006,1,588410.972000000067055,4140700.533600000664592
407,3/29/2020 0:00:00,400688,4,37.259411999999998,-121.966973999999993,85,N,ML,0.595000000000000,40,50,65,0.011500000000000,66.900000000000006,10,14,0.008800000000000,70.599999999999994,0,591600.904400000348687,4124163.074999999254942
408,3/29/2020 0:00:00,400690,4,37.255184000000000,-121.876817000000003,85,S,ML,0.935000000000000,30,67,50,0.015400000000000,66.500000000000000,10,16,0.019300000000000,68.400000000000006,0,599611.411700000055134,4123787.050499999895692
409,3/29/2020 0:00:00,400691,4,37.850501999999999,-122.299413000000001,80,W,ML,0.350000000000000,50,100,149,0.019300000000000,71.400000000000006,10,16,0.008400000000000,76.500000000000000,1,561636.651399999856949,4189462.448499999940395
410,3/29/2020 0:00:00,400692,4,37.786914000000003,-122.196329000000006,580,E,ML,1.037000000000000,40,25,49,0.011200000000000,66.299999999999997,10,13,0.012200000000000,70.799999999999997,0,570766.768000000156462,4182479.151599999517202
411,3/29/2020 0:00:00,400695,4,37.468730999999998,-121.907735000000002,680,S,ML,0.270000000000000,40,0,108,0.026500000000000,64.400000000000006,10,20,0.020600000000000,70.400000000000006,0,596587.836099999956787,4147428.275299999862909
412,3/29/2020 0:00:00,400696,4,37.751570999999998,-121.960049999999995,680,S,ML,0.290000000000000,40,100,41,0.006100000000000,68.799999999999997,10,4,0.002000000000000,74.799999999999997,1,591614.389700000174344,4178776.822399999946356
413,3/29/2020 0:00:00,400698,4,37.500427000000002,-121.958791000000005,880,S,ML,0.670000000000000,40,100,55,0.009900000000000,68.400000000000006,10,2,0.001200000000000,74.900000000000006,1,592031.192499999888241,4150905.147099999710917
414,3/29/2020 0:00:00,400700,4,37.251345000000001,-121.934089000000000,85,S,ML,0.485000000000000,30,100,48,0.009800000000000,65.799999999999997,10,4,0.002200000000000,71.900000000000006,1,594528.484799999743700,4123281.285399999469519
415,3/29/2020 0:00:00,400703,4,37.662585000000000,-122.465286000000006,280,N,ML,0.435000000000000,40,0,62,0.012600000000000,65.500000000000000,10,3,0.005000000000000,71.200000000000003,0,547166.371000000275671,4168529.190700000151992
416,3/29/2020 0:00:00,400707,4,38.016716000000002,-122.267895999999993,80,W,ML,0.213000000000000,40,100,75,0.012300000000000,68.099999999999994,10,8,0.005400000000000,74.599999999999994,1,564262.551900000311434,4207923.965299999341369
417,3/29/2020 0:00:00,400709,4,37.341275000000003,-121.927699000000004,880,S,ML,0.410000000000000,40,100,54,0.010500000000000,68.400000000000006,10,3,0.001900000000000,74.900000000000006,1,594988.975399999879301,4133275.709599999710917
418,3/29/2020 0:00:00,400712,4,37.835529000000001,-122.009979000000001,680,N,ML,0.240000000000000,40,100,62,0.009700000000000,67.799999999999997,10,3,0.001600000000000,74.799999999999997,1,587122.943699999712408,4188027.117799999192357
419,3/29/2020 0:00:00,400713,4,37.251584999999999,-121.934045999999995,85,N,ML,0.595000000000000,30,100,50,0.012800000000000,65.500000000000000,10,6,0.002900000000000,72.000000000000000,1,594533.364000000059605,4123328.746400000527501
420,3/29/2020 0:00:00,400714,4,37.316788000000003,-121.953512000000003,280,N,ML,0.695000000000000,40,75,90,0.018000000000000,66.799999999999997,10,28,0.021300000000000,71.200000000000003,1,592726.603199999779463,4130541.392799999564886
421,3/29/2020 0:00:00,400715,4,37.256205000000001,-121.955354999999997,17,N,ML,0.245000000000000,20,0,51,0.028300000000000,64.500000000000000,10,16,0.022000000000000,67.200000000000003,0,592633.221400000154972,4123815.478700000792742
422,3/29/2020 0:00:00,400716,4,37.549010000000003,-122.024450000000002,880,N,ML,0.535000000000000,40,100,63,0.010700000000000,67.099999999999994,10,4,0.002200000000000,74.799999999999997,1,586170.174300000071526,4156233.208100000396371
423,3/29/2020 0:00:00,400717,4,37.250424000000002,-121.912467000000007,85,S,ML,0.565000000000000,40,0,96,0.022900000000000,63.399999999999999,10,12,0.010100000000000,71.200000000000003,0,596445.699599999934435,4123215.056399999186397
424,3/29/2020 0:00:00,400720,4,37.575963999999999,-122.319372999999999,101,N,ML,0.295000000000000,50,0,95,0.016500000000000,69.400000000000006,10,14,0.014300000000000,72.599999999999994,0,560096.636099999770522,4159003.548499999567866
425,3/29/2020 0:00:00,400723,4,37.334296000000002,-121.936706000000001,880,S,ML,0.370000000000000,40,75,56,0.012100000000000,67.500000000000000,10,4,0.002500000000000,74.799999999999997,1,594192.165599999949336,4132487.876199999824166
426,3/29/2020 0:00:00,400726,4,37.341729000000001,-122.091188000000002,280,N,ML,3.445000000000000,40,100,22,0.003300000000000,66.099999999999994,10,1,0.000600000000000,74.700000000000003,1,580499.124599999748170,4133164.372800000011921
427,3/29/2020 0:00:00,400727,4,38.057889000000003,-122.531097000000003,101,S,ML,0.375000000000000,40,100,71,0.012900000000000,67.099999999999994,10,1,0.000600000000000,74.900000000000006,1,541142.969399999827147,4212346.010800000280142
428,3/29/2020 0:00:00,400728,4,37.866567000000003,-122.303585999999996,80,E,ML,0.250000000000000,50,100,127,0.015800000000000,71.700000000000003,10,8,0.004200000000000,76.500000000000000,1,561252.756199999712408,4191254.240700000897050
429,3/29/2020 0:00:00,400729,4,37.241624999999999,-121.767499999999998,85,N,ML,0.160000000000000,10,100,9,0.006300000000000,64.900000000000006,10,9,0.006300000000000,64.900000000000006,1,609314.513899999670684,4122397.526499999687076
430,3/29/2020 0:00:00,400730,4,37.575865000000000,-122.319539000000006,101,S,ML,0.295000000000000,50,0,131,0.024700000000000,67.700000000000003,10,32,0.024700000000000,72.799999999999997,0,560086.004200000315905,4158983.155600000172853
431,3/29/2020 0:00:00,400733,4,37.462878000000003,-122.145151999999996,101,S,ML,0.330000000000000,40,0,90,0.020100000000000,66.000000000000000,10,15,0.015300000000000,71.000000000000000,0,575603.342799999751151,4146567.978499999269843
432,3/29/2020 0:00:00,400734,4,37.926527000000000,-122.365223999999998,580,W,ML,1.070000000000000,30,0,35,0.018500000000000,64.200000000000003,10,10,0.015500000000000,69.400000000000006,0,555796.136800000444055,4197852.171099999919534
433,3/29/2020 0:00:00,400736,4,37.872734999999999,-122.189269999999993,24,E,ML,0.420000000000000,39,100,76,0.010800000000000,68.400000000000006,9,11,0.006100000000000,74.599999999999994,1,571307.607099999673665,4191999.125499999150634
434,3/29/2020 0:00:00,400738,4,37.927273000000000,-122.374210000000005,580,W,ML,0.770000000000000,30,100,26,0.005300000000000,67.799999999999997,10,6,0.003200000000000,71.700000000000003,1,554996.287800000049174,4197934.802100000903010
435,3/29/2020 0:00:00,400739,4,37.507992000000002,-121.968393000000006,880,S,ML,0.760000000000000,40,0,110,0.025400000000000,64.500000000000000,10,22,0.019800000000000,70.400000000000006,0,591174.882299999706447,4151742.280500000342727
436,3/29/2020 0:00:00,400740,4,37.738712999999997,-122.194862000000001,880,S,ML,0.390000000000000,50,100,104,0.015100000000000,68.200000000000003,10,5,0.002100000000000,76.500000000000000,1,570936.416699999943376,4177130.435200000181794
437,3/29/2020 0:00:00,400741,4,37.805444999999999,-121.990487999999999,680,S,ML,0.460000000000000,50,100,69,0.009900000000000,71.000000000000000,10,8,0.004700000000000,76.500000000000000,1,588866.883299999870360,4184713.560200000181794
438,3/29/2020 0:00:00,400742,4,37.255549999999999,-121.793969000000004,101,S,ML,0.881000000000000,40,0,138,0.029000000000000,67.799999999999997,10,29,0.020600000000000,73.500000000000000,0,606956.007899999618530,4123918.079800000414252
439,3/29/2020 0:00:00,400743,4,37.398989000000000,-122.028373000000002,101,S,ML,0.195000000000000,40,100,41,0.007400000000000,67.599999999999994,10,3,0.001600000000000,75.000000000000000,1,585996.786799999885261,4139591.745200000703335
440,3/29/2020 0:00:00,400744,4,37.689976000000001,-122.390983000000006,101,S,ML,0.055000000000000,40,100,78,0.014000000000000,68.799999999999997,10,12,0.008200000000000,74.900000000000006,1,553692.640300000086427,4171609.609300000593066
441,3/29/2020 0:00:00,400746,4,37.721564000000001,-122.448231000000007,280,S,ML,0.265000000000000,50,40,74,0.016800000000000,64.200000000000003,10,0,0.000000000000000,76.299999999999997,1,548629.772699999623001,4175079.358100000768900
442,3/29/2020 0:00:00,400747,4,37.891089000000001,-122.172893000000002,24,W,ML,0.345000000000000,50,0,172,0.019500000000000,67.900000000000006,10,45,0.020400000000000,69.599999999999994,0,572722.763899999670684,4194056.852099999785423
443,3/29/2020 0:00:00,400748,4,37.897289999999998,-122.081421000000006,24,E,ML,1.354000000000000,60,100,72,0.005800000000000,71.900000000000006,10,4,0.002000000000000,76.500000000000000,1,580760.849999999627471,4194816.104499999433756
444,3/29/2020 0:00:00,400749,4,37.874152000000002,-122.044475000000006,680,S,ML,0.150000000000000,50,0,224,0.039200000000000,68.700000000000003,10,50,0.031300000000000,73.000000000000000,0,584033.859100000001490,4192275.331800000742078
445,3/29/2020 0:00:00,400750,4,37.250745999999999,-121.907763000000003,85,N,ML,0.945000000000000,30,33,107,0.022900000000000,66.799999999999997,10,5,0.002400000000000,72.099999999999994,1,596862.271300000138581,4123240.170399999246001
446,3/29/2020 0:00:00,400753,4,37.573774999999998,-122.316986000000000,101,N,ML,0.190000000000000,50,100,75,0.011400000000000,70.599999999999994,10,2,0.001000000000000,76.700000000000003,1,560319.378899999894202,4158761.374099999666214
447,3/29/2020 0:00:00,400754,4,37.251510000000003,-121.838853999999998,85,S,ML,0.535000000000000,30,100,52,0.012700000000000,68.299999999999997,10,13,0.009100000000000,71.700000000000003,1,602977.879099999554455,4123407.789300000295043
448,3/29/2020 0:00:00,400755,4,37.909536000000003,-122.316705999999996,80,W,ML,0.305000000000000,40,100,136,0.019400000000000,68.099999999999994,10,11,0.005700000000000,74.799999999999997,1,560063.758799999952316,4195992.859799999743700
449,3/29/2020 0:00:00,400756,4,38.024937999999999,-122.111090000000004,680,S,ML,0.500000000000000,30,0,78,0.027000000000000,65.500000000000000,10,20,0.021500000000000,69.900000000000006,0,578017.457299999892712,4208971.681299999356270
450,3/29/2020 0:00:00,400760,4,37.374628000000001,-121.931055000000001,101,N,ML,0.530000000000000,40,100,47,0.006700000000000,67.799999999999997,10,3,0.001600000000000,74.799999999999997,1,594655.078800000250340,4136976.439200000837445
451,3/29/2020 0:00:00,400761,4,37.529397000000003,-122.001271000000003,880,N,ML,0.495000000000000,40,100,66,0.011200000000000,67.400000000000006,10,5,0.002700000000000,74.900000000000006,1,588242.062599999830127,4154081.001599999144673
452,3/29/2020 0:00:00,400763,4,37.636975999999997,-122.404290000000003,101,S,ML,0.200000000000000,40,25,67,0.014300000000000,67.400000000000006,10,15,0.009300000000000,72.799999999999997,0,552556.908200000412762,4165717.475500000640750
453,3/29/2020 0:00:00,400764,4,38.022987999999998,-121.966808999999998,4,E,ML,0.190000000000000,40,100,62,0.008500000000000,67.500000000000000,10,5,0.002700000000000,74.799999999999997,1,590684.082200000062585,4208879.062599999830127
454,3/29/2020 0:00:00,400765,4,37.811808999999997,-122.303409000000002,880,N,ML,0.725000000000000,40,100,57,0.011300000000000,67.400000000000006,10,9,0.005000000000000,75.000000000000000,1,561314.218500000424683,4185173.178799999877810
455,3/29/2020 0:00:00,400766,4,37.647089000000001,-122.406583999999995,101,S,ML,0.175000000000000,40,100,68,0.014400000000000,66.599999999999994,10,4,0.002700000000000,74.799999999999997,1,552356.018799999728799,4166826.798900000751019
456,3/29/2020 0:00:00,400767,4,37.819420999999998,-121.993374000000003,680,S,ML,0.360000000000000,50,100,76,0.009900000000000,70.799999999999997,10,8,0.003500000000000,76.500000000000000,1,588602.942800000309944,4186268.459699999541044
457,3/29/2020 0:00:00,400768,4,38.074506999999997,-122.541273000000004,101,N,ML,0.260000000000000,50,0,72,0.009700000000000,69.200000000000003,10,10,0.004600000000000,76.400000000000006,0,540239.665099999867380,4214183.560699999332428
458,3/29/2020 0:00:00,400770,4,37.955596999999997,-122.329562999999993,80,E,ML,0.173000000000000,40,100,85,0.013100000000000,68.500000000000000,10,7,0.003300000000000,75.099999999999994,1,558894.784799999557436,4201111.057399999350309
459,3/29/2020 0:00:00,400772,4,37.250447999999999,-121.928225999999995,85,S,ML,0.600000000000000,30,0,92,0.020300000000000,62.299999999999997,10,15,0.009000000000000,68.200000000000003,0,595049.129700000397861,4123199.125299999490380
460,3/29/2020 0:00:00,400774,4,37.885756000000001,-122.055177999999998,680,N,ML,0.324000000000000,50,0,244,0.037900000000000,69.099999999999994,10,54,0.030300000000000,73.400000000000006,0,583081.419999999925494,4193552.459699999541044
461,3/29/2020 0:00:00,400778,4,37.522762000000000,-121.988450000000000,880,S,ML,0.505000000000000,40,0,300,0.045300000000000,68.400000000000006,10,63,0.032100000000000,74.200000000000003,0,589387.850999999791384,4153361.819199999794364
462,3/29/2020 0:00:00,400781,4,37.671402999999998,-122.391502000000003,101,S,ML,0.380000000000000,40,100,90,0.051300000000000,56.000000000000000,10,8,0.004100000000000,74.900000000000006,1,553662.998999999836087,4169543.958900000900030
463,3/29/2020 0:00:00,400782,4,38.049239999999998,-122.531986000000003,101,S,ML,0.370000000000000,40,0,113,0.028100000000000,64.700000000000003,10,23,0.023300000000000,70.299999999999997,0,541062.104399999603629,4211390.713600000366569
464,3/29/2020 0:00:00,400783,4,37.480254000000002,-122.174886000000001,101,S,ML,0.475000000000000,50,0,39,0.013300000000000,66.799999999999997,10,2,0.006300000000000,73.299999999999997,0,572957.740699999965727,4148474.427100000903010
465,3/29/2020 0:00:00,400784,4,37.618053000000003,-122.399120999999994,101,S,ML,0.225000000000000,50,0,146,0.029900000000000,66.700000000000003,10,25,0.023700000000000,73.299999999999997,0,553028.126500000245869,4163614.412900000810623
466,3/29/2020 0:00:00,400785,4,37.871288999999997,-122.042178000000007,680,N,ML,0.235000000000000,40,0,243,0.037900000000000,68.400000000000006,10,51,0.026900000000000,74.200000000000003,0,584241.042700000107288,4191965.907899999991059
467,3/29/2020 0:00:00,400787,4,37.587138000000003,-122.352354000000005,101,S,ML,0.420000000000000,50,60,175,0.030200000000000,53.600000000000001,10,84,0.099800000000000,35.899999999999999,1,557183.143099999986589,4160222.217499999329448
468,3/29/2020 0:00:00,400788,4,37.691414999999999,-122.138841999999997,880,N,ML,0.855000000000000,40,100,66,0.011000000000000,69.000000000000000,10,17,0.011100000000000,75.400000000000006,1,575926.774000000208616,4171939.789599999785423
469,3/29/2020 0:00:00,400790,4,37.391922000000001,-121.998076999999995,101,N,ML,0.520000000000000,50,100,68,0.009100000000000,72.299999999999997,10,9,0.004800000000000,76.500000000000000,1,588695.651899999938905,4138820.847500000149012
470,3/29/2020 0:00:00,400791,4,37.460726999999999,-121.901157999999995,680,S,ML,0.745000000000000,50,60,45,0.007600000000000,66.599999999999994,10,21,0.012000000000000,73.099999999999994,0,597175.471800000406802,4146568.217599999159575
471,3/29/2020 0:00:00,400792,4,37.255490999999999,-121.955543000000006,85,S,ML,0.383000000000000,30,100,14,0.003000000000000,68.700000000000003,10,3,0.001800000000000,72.000000000000000,1,592623.367700000293553,4123727.330700000748038
472,3/29/2020 0:00:00,400793,4,37.740971000000002,-122.196839999999995,880,S,ML,0.495000000000000,40,50,70,0.012400000000000,68.299999999999997,10,20,0.013300000000000,75.000000000000000,1,570767.438199999742210,4177393.104900000616908
473,3/29/2020 0:00:00,400794,4,37.390422000000001,-121.993716000000006,101,S,ML,0.245000000000000,50,100,61,0.007700000000000,71.700000000000003,10,5,0.002800000000000,76.599999999999994,1,589075.515399999916553,4138669.127299999818206
474,3/29/2020 0:00:00,400797,4,37.589378000000004,-122.359933999999996,101,N,ML,0.455000000000000,39,100,167,0.018200000000000,70.700000000000003,9,36,0.012900000000000,75.599999999999994,1,556507.893799999728799,4160461.378100000321865
475,3/29/2020 0:00:00,400799,4,37.327927000000003,-121.876137000000000,280,N,ML,0.280000000000000,40,100,96,0.012500000000000,71.400000000000006,10,38,0.023400000000000,74.900000000000006,1,599569.839900000020862,4131839.021600000560284
476,3/29/2020 0:00:00,400800,4,37.892206000000002,-122.154409000000001,24,W,ML,0.195000000000000,49,100,95,0.012600000000000,72.900000000000006,10,24,0.014600000000000,76.799999999999997,1,574347.731800000183284,4194200.099700000137091
477,3/29/2020 0:00:00,400801,4,37.897447999999997,-122.070857000000004,680,N,ML,0.215000000000000,40,0,74,0.014500000000000,64.599999999999994,10,28,0.018800000000000,69.299999999999997,0,581694.327300000004470,4194852.442099999636412
478,3/29/2020 0:00:00,400804,4,37.336089000000001,-121.848437000000004,101,N,ML,0.055000000000000,40,100,58,0.010300000000000,67.599999999999994,10,4,0.002400000000000,74.799999999999997,1,602013.721699999645352,4132782.749299999326468
479,3/29/2020 0:00:00,400805,4,38.204729000000000,-122.137908999999993,680,N,ML,1.628000000000000,20,100,31,0.011000000000000,66.900000000000006,10,12,0.008400000000000,71.299999999999997,1,575480.590599999763072,4228880.407299999147654
480,3/29/2020 0:00:00,400807,4,37.341455000000003,-122.091235999999995,280,S,ML,3.445000000000000,40,75,33,0.006300000000000,67.000000000000000,10,3,0.005500000000000,73.000000000000000,0,580499.320100000128150,4133144.058399999514222
481,3/29/2020 0:00:00,400810,4,37.544559000000000,-122.021401999999995,880,S,ML,0.785000000000000,40,75,136,0.041200000000000,63.700000000000003,10,54,0.091000000000000,61.799999999999997,0,586444.828099999576807,4155748.446599999442697
482,3/29/2020 0:00:00,400814,4,37.917696999999997,-122.063663000000005,680,N,ML,0.315000000000000,29,60,105,0.012300000000000,69.700000000000003,0,11,0.007600000000000,73.700000000000003,0,582305.046699999831617,4197100.338600000366569
483,3/29/2020 0:00:00,400815,4,37.825941000000000,-122.275114000000002,580,W,ML,0.320000000000000,60,100,99,0.011900000000000,69.200000000000003,10,6,0.004200000000000,76.500000000000000,1,563794.968700000084937,4186749.676100000739098
484,3/29/2020 0:00:00,400816,4,37.701684000000000,-121.885255000000001,580,W,ML,0.120000000000000,50,100,89,0.013200000000000,69.500000000000000,10,6,0.003000000000000,76.500000000000000,1,598272.609100000001490,4173306.466000000014901
485,3/29/2020 0:00:00,400817,4,37.587145999999997,-122.345190000000002,101,N,ML,0.375000000000000,50,80,90,0.022300000000000,62.899999999999999,10,3,0.001900000000000,76.599999999999994,1,557808.233099999837577,4160226.551500000059605
486,3/29/2020 0:00:00,400818,4,37.724817000000002,-121.941396999999995,680,S,ML,0.278000000000000,50,80,7,0.001000000000000,74.700000000000003,10,7,0.005000000000000,74.700000000000003,0,593287.987399999983609,4175822.317800000309944
487,3/29/2020 0:00:00,400819,4,37.918568000000000,-122.317538999999996,80,W,ML,0.380000000000000,40,0,187,0.037600000000000,65.400000000000006,10,33,0.021800000000000,74.900000000000006,0,559986.523500000126660,4197014.920600000768900
488,3/29/2020 0:00:00,400822,4,37.255715000000002,-121.955375000000004,85,N,ML,0.383000000000000,30,100,35,0.007000000000000,67.700000000000003,10,7,0.003800000000000,71.900000000000006,1,592633.968799999915063,4123747.764399999752641
489,3/29/2020 0:00:00,400823,4,37.334249000000000,-122.030111000000005,280,S,ML,1.075000000000000,40,75,26,0.003800000000000,66.299999999999997,10,1,0.002000000000000,72.000000000000000,0,585919.410699999891222,4132398.847999999299645
490,3/29/2020 0:00:00,400828,4,37.298803999999997,-122.030071000000007,85,S,ML,0.515000000000000,30,100,22,0.005400000000000,66.599999999999994,10,0,0.000000000000000,71.900000000000006,1,585959.718399999663234,4128471.406300000846386
491,3/29/2020 0:00:00,400829,4,38.075420999999999,-122.231255000000004,80,E,ML,0.365000000000000,30,100,91,0.022400000000000,62.500000000000000,10,8,0.006500000000000,71.700000000000003,1,567428.547600000165403,4214471.550200000405312
492,3/29/2020 0:00:00,400832,4,37.254601000000001,-121.956774999999993,17,S,ML,0.240000000000000,30,100,33,0.007100000000000,67.799999999999997,10,3,0.001600000000000,71.900000000000006,1,592510.671600000001490,4123638.048399999737740
493,3/29/2020 0:00:00,400835,4,37.794061999999997,-122.264743999999993,880,S,ML,1.105000000000000,40,100,83,0.011500000000000,67.400000000000006,10,12,0.006400000000000,74.799999999999997,1,564735.878100000321865,4183228.653200000524521
494,3/29/2020 0:00:00,400837,4,37.303359000000000,-121.878066000000004,87,S,ML,0.565000000000000,30,33,68,0.021900000000000,62.500000000000000,10,1,0.000600000000000,71.700000000000003,1,599434.605800000019372,4129108.099300000816584
495,3/29/2020 0:00:00,400838,4,37.988948000000001,-122.312524999999994,80,E,ML,0.256000000000000,49,100,97,0.013500000000000,71.299999999999997,10,11,0.006000000000000,76.599999999999994,1,560368.806300000287592,4204826.320399999618530
496,3/29/2020 0:00:00,400839,4,37.580027000000001,-122.048800999999997,880,S,ML,0.290000000000000,40,0,145,0.033500000000000,64.799999999999997,10,32,0.027100000000000,70.400000000000006,0,583984.119300000369549,4159651.195399999618530
497,3/29/2020 0:00:00,400842,4,37.261848999999998,-121.859205000000003,87,S,ML,0.555000000000000,20,0,138,0.029000000000000,68.000000000000000,10,73,0.029900000000000,70.799999999999997,0,601156.052000000141561,4124536.954099999740720
498,3/29/2020 0:00:00,400844,4,37.822794000000002,-122.291843000000000,880,N,ML,0.550000000000000,20,0,54,0.028200000000000,67.500000000000000,10,20,0.022700000000000,69.900000000000006,0,562325.752199999988079,4186399.792400000616908
499,3/29/2020 0:00:00,400852,4,37.835476000000000,-122.010222999999996,680,S,ML,0.240000000000000,40,100,65,0.011100000000000,67.599999999999994,10,8,0.004600000000000,74.799999999999997,1,587096.089399999938905,4188026.833100000396371
500,3/29/2020 0:00:00,400853,4,37.599699999999999,-122.061724999999996,880,S,ML,0.300000000000000,40,0,134,0.029400000000000,65.500000000000000,10,32,0.027700000000000,70.400000000000006,0,582825.254999999888241,4161813.487900000065565
501,3/29/2020 0:00:00,400858,4,37.281278999999998,-121.807832000000005,101,N,ML,0.900000000000000,40,100,55,0.008900000000000,66.299999999999997,10,2,0.001300000000000,74.799999999999997,1,605686.060100000351667,4126746.484500000253320
502,3/29/2020 0:00:00,400859,4,37.463019000000003,-122.145021999999997,101,N,ML,0.510000000000000,40,0,102,0.027800000000000,67.500000000000000,10,20,0.021900000000000,72.799999999999997,0,575608.556099999696016,4146588.342199999839067
503,3/29/2020 0:00:00,400861,4,37.550944000000001,-122.310834000000000,92,E,ML,0.270000000000000,20,100,34,0.013400000000000,67.099999999999994,10,12,0.009200000000000,71.200000000000003,1,560876.919499999843538,4156232.731399999931455
504,3/29/2020 0:00:00,400863,4,37.371808999999999,-121.916550000000001,101,N,ML,0.430000000000000,40,50,72,0.016000000000000,62.899999999999999,10,3,0.001600000000000,74.799999999999997,1,595934.036000000312924,4136679.491299999877810
505,3/29/2020 0:00:00,400865,4,37.993360000000003,-122.301717999999994,80,E,ML,0.236000000000000,40,100,96,0.016300000000000,67.799999999999997,10,10,0.005300000000000,74.900000000000006,1,561313.952499999664724,4205300.656300000846386
506,3/29/2020 0:00:00,400867,4,37.919482000000002,-122.331672999999995,580,W,ML,0.281000000000000,30,0,53,0.016500000000000,64.200000000000003,10,14,0.011500000000000,70.799999999999997,0,558746.640499999746680,4197093.978199999779463
507,3/29/2020 0:00:00,400868,4,37.753599999999999,-122.402897999999993,101,N,ML,0.500000000000000,40,100,128,0.024700000000000,68.299999999999997,10,27,0.018400000000000,74.900000000000006,1,552598.299999999813735,4178659.020700000226498
508,3/29/2020 0:00:00,400869,4,37.403672999999998,-122.069952999999998,85,S,ML,0.859000000000000,30,100,19,0.003100000000000,66.700000000000003,10,0,0.000000000000000,72.200000000000003,1,582318.180900000035763,4140062.577700000256300
509,3/29/2020 0:00:00,400870,4,37.460605000000001,-121.900727000000003,680,N,ML,0.768000000000000,30,100,48,0.011000000000000,68.000000000000000,10,8,0.005700000000000,72.000000000000000,1,597218.892699999734759,4146548.406500000506639
510,3/29/2020 0:00:00,400873,4,37.420926999999999,-121.936740000000000,237,E,ML,2.570000000000000,30,100,37,0.008400000000000,66.400000000000006,10,3,0.002300000000000,71.700000000000003,1,594083.901100000366569,4142096.735600000247359
511,3/29/2020 0:00:00,400878,4,37.895657000000000,-122.111891000000000,24,W,ML,0.305000000000000,50,0,171,0.030900000000000,63.500000000000000,10,23,0.023300000000000,70.599999999999994,0,578084.715099999681115,4194614.095599999651313
512,3/29/2020 0:00:00,400880,4,37.751601999999998,-121.959812999999997,680,N,ML,0.290000000000000,40,100,72,0.009700000000000,67.299999999999997,10,3,0.001400000000000,74.799999999999997,1,591635.897599999792874,4178777.061499999836087
513,3/29/2020 0:00:00,400883,4,37.921610000000001,-122.061947000000004,680,S,ML,0.265000000000000,60,67,258,0.025400000000000,67.500000000000000,10,50,0.031100000000000,74.200000000000003,0,582450.833800000138581,4197542.036000000312924
514,3/29/2020 0:00:00,400884,4,37.552362000000002,-122.295299999999997,101,S,ML,0.105000000000000,50,100,68,0.008400000000000,71.500000000000000,10,4,0.001800000000000,76.700000000000003,1,562245.149400000460446,4156398.630899999290705
515,3/29/2020 0:00:00,400886,4,37.639558000000001,-122.405568000000002,101,S,ML,0.325000000000000,50,100,64,0.009400000000000,69.799999999999997,10,5,0.002600000000000,76.799999999999997,1,552441.976300000213087,4166007.939400000497699
516,3/29/2020 0:00:00,400891,4,37.298549999999999,-121.812552999999994,101,S,ML,0.325000000000000,50,100,79,0.014300000000000,68.799999999999997,10,3,0.001200000000000,76.400000000000006,1,605245.438699999824166,4128650.820299999788404
517,3/29/2020 0:00:00,400892,4,37.701571000000001,-121.907167000000001,580,E,ML,0.205000000000000,60,100,90,0.013000000000000,68.500000000000000,10,21,0.013800000000000,76.099999999999994,1,596340.970099999569356,4173283.704600000753999
518,3/29/2020 0:00:00,400894,4,37.242722999999998,-121.804466000000005,85,S,ML,1.030000000000000,30,100,29,0.006200000000000,66.599999999999994,10,2,0.001200000000000,72.000000000000000,1,606043.234899999573827,4122463.933599999174476
519,3/29/2020 0:00:00,400895,4,37.380958000000000,-121.960740999999999,101,S,ML,0.560000000000000,20,40,104,0.019500000000000,67.000000000000000,0,21,0.021100000000000,70.500000000000000,0,592010.024400000460446,4137657.994899999350309
520,3/29/2020 0:00:00,400898,4,37.661988999999998,-122.104729000000006,880,N,ML,0.330000000000000,40,0,149,0.028800000000000,66.599999999999994,10,25,0.022700000000000,73.000000000000000,0,578966.071700000204146,4168703.968399999663234
521,3/29/2020 0:00:00,400902,4,37.993583000000001,-122.300077999999999,80,E,ML,0.430000000000000,39,100,104,0.022200000000000,67.700000000000003,10,9,0.004400000000000,74.900000000000006,1,561463.656600000336766,4205349.188200000673532
522,3/29/2020 0:00:00,400904,4,37.395066999999997,-122.010518000000005,101,S,ML,0.540000000000000,40,100,54,0.009000000000000,68.000000000000000,10,5,0.003100000000000,74.700000000000003,1,587584.366999999620020,4139161.277599999681115
523,3/29/2020 0:00:00,400905,4,37.550784999999998,-122.311328000000003,92,W,ML,0.195000000000000,20,100,27,0.010300000000000,67.200000000000003,10,8,0.004800000000000,71.200000000000003,1,560833.937800000421703,4156212.100500000640750
524,3/29/2020 0:00:00,400907,4,37.257815000000001,-121.962370000000007,85,S,ML,0.345000000000000,30,67,33,0.010700000000000,65.799999999999997,10,2,0.001300000000000,71.900000000000006,1,592019.663700000382960,4123984.806500000879169
525,3/29/2020 0:00:00,400911,4,37.372674000000004,-121.922087000000005,101,N,ML,0.410000000000000,40,100,49,0.006600000000000,67.599999999999994,10,4,0.002000000000000,74.799999999999997,1,595446.638000000268221,4136761.952299999073148
